dataset_id,label,language,programs,static_profiles,dynamic_profiles,dynamic_executions,Omega_CC,Omega_hat_NativeTrace,Omega_hat_StateSize,Omega_hat_StateLoad
lcb_hard_v1_cpp-cpp20,lcb_hard_v1_cpp (C++20),C++20 benchmark source,35,35,140,140,20,34936,73280.5,657405213.5
