schema_version,benchmark,problem,arm,language,source_sha256,input_sha256,execution_id,metric,value,value_relation,status,not_measured_reason,adapter,adapter_version,runtime,observation_convention,repetitions,source_profile
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc356_e,post-loop-state,python,6f3c6582da21d0087b45cc39fc40f42cd3df8aedf1e8cc9049ef7d65b588c75f,cdf9d390a347054918c4e9e37bb1a663816e2ac77f79aa8ea1f3cc4f19cd9673,sha256:8675e6833a10a4b7a00ba98199adb9f4b2ba3f0bbb5fdef7e70f2e871e278446,Omega_hat_NativeTrace,56013341,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v5,CPython 3.12.11,python-cpython-monitoring-instruction-v2,3,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc356_e,post-loop-state,python,6f3c6582da21d0087b45cc39fc40f42cd3df8aedf1e8cc9049ef7d65b588c75f,cdf9d390a347054918c4e9e37bb1a663816e2ac77f79aa8ea1f3cc4f19cd9673,sha256:8675e6833a10a4b7a00ba98199adb9f4b2ba3f0bbb5fdef7e70f2e871e278446,Omega_hat_StateSize,1375972,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc356_e,post-loop-state,python,6f3c6582da21d0087b45cc39fc40f42cd3df8aedf1e8cc9049ef7d65b588c75f,cdf9d390a347054918c4e9e37bb1a663816e2ac77f79aa8ea1f3cc4f19cd9673,sha256:8675e6833a10a4b7a00ba98199adb9f4b2ba3f0bbb5fdef7e70f2e871e278446,Omega_hat_StateLoad,893281946715,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,short-trace-final,python,725bd993dae9f80b8b01438607f4e2ad143695dda05fc2014f3f93d576724c80,969cb73ced94c8314ce4e4c5646883b8f6aac5aab2a983349d7ce6eb76be41ba,sha256:b7e7276d9082ec85adc00efc96b74c6d8396377e964b69186ab0429d6f2842cd,Omega_CC,45,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,short-trace-final,python,725bd993dae9f80b8b01438607f4e2ad143695dda05fc2014f3f93d576724c80,969cb73ced94c8314ce4e4c5646883b8f6aac5aab2a983349d7ce6eb76be41ba,sha256:b7e7276d9082ec85adc00efc96b74c6d8396377e964b69186ab0429d6f2842cd,Omega_hat_NativeTrace,1843,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v5,CPython 3.12.11,python-cpython-monitoring-instruction-v2,3,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,short-trace-final,python,725bd993dae9f80b8b01438607f4e2ad143695dda05fc2014f3f93d576724c80,969cb73ced94c8314ce4e4c5646883b8f6aac5aab2a983349d7ce6eb76be41ba,sha256:b7e7276d9082ec85adc00efc96b74c6d8396377e964b69186ab0429d6f2842cd,Omega_hat_StateSize,86,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v5,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,short-trace-final,python,725bd993dae9f80b8b01438607f4e2ad143695dda05fc2014f3f93d576724c80,969cb73ced94c8314ce4e4c5646883b8f6aac5aab2a983349d7ce6eb76be41ba,sha256:b7e7276d9082ec85adc00efc96b74c6d8396377e964b69186ab0429d6f2842cd,Omega_hat_StateLoad,14905,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v5,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,long-trace-final,python,725bd993dae9f80b8b01438607f4e2ad143695dda05fc2014f3f93d576724c80,8047b1e18c4c788e13a7d545f3a5d44f9b955e77bdea82d814aa4cf764bb7201,sha256:faf9157f686c0326b263192466e4b6e03a8575486d0cdcab16e33e6158f20609,Omega_CC,45,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,long-trace-final,python,725bd993dae9f80b8b01438607f4e2ad143695dda05fc2014f3f93d576724c80,8047b1e18c4c788e13a7d545f3a5d44f9b955e77bdea82d814aa4cf764bb7201,sha256:faf9157f686c0326b263192466e4b6e03a8575486d0cdcab16e33e6158f20609,Omega_hat_NativeTrace,523166,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v7,CPython 3.12.11,python-cpython-monitoring-instruction-v2,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,long-trace-final,python,725bd993dae9f80b8b01438607f4e2ad143695dda05fc2014f3f93d576724c80,8047b1e18c4c788e13a7d545f3a5d44f9b955e77bdea82d814aa4cf764bb7201,sha256:faf9157f686c0326b263192466e4b6e03a8575486d0cdcab16e33e6158f20609,Omega_hat_StateSize,15060,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,long-trace-final,python,725bd993dae9f80b8b01438607f4e2ad143695dda05fc2014f3f93d576724c80,8047b1e18c4c788e13a7d545f3a5d44f9b955e77bdea82d814aa4cf764bb7201,sha256:faf9157f686c0326b263192466e4b6e03a8575486d0cdcab16e33e6158f20609,Omega_hat_StateLoad,679109920,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,inside-loop-state,python,c7878ccc95e5769c02088952ff09769bce2346726da4beadc9a3b6670828d67a,8047b1e18c4c788e13a7d545f3a5d44f9b955e77bdea82d814aa4cf764bb7201,sha256:1508a0bc7bc0aadbbc1fa42d3ead40fff633cacacdee9f31a061865d0374c336,Omega_CC,46,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,inside-loop-state,python,c7878ccc95e5769c02088952ff09769bce2346726da4beadc9a3b6670828d67a,8047b1e18c4c788e13a7d545f3a5d44f9b955e77bdea82d814aa4cf764bb7201,sha256:1508a0bc7bc0aadbbc1fa42d3ead40fff633cacacdee9f31a061865d0374c336,Omega_hat_NativeTrace,489695,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v7,CPython 3.12.11,python-cpython-monitoring-instruction-v2,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,inside-loop-state,python,c7878ccc95e5769c02088952ff09769bce2346726da4beadc9a3b6670828d67a,8047b1e18c4c788e13a7d545f3a5d44f9b955e77bdea82d814aa4cf764bb7201,sha256:1508a0bc7bc0aadbbc1fa42d3ead40fff633cacacdee9f31a061865d0374c336,Omega_hat_StateSize,15060,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,inside-loop-state,python,c7878ccc95e5769c02088952ff09769bce2346726da4beadc9a3b6670828d67a,8047b1e18c4c788e13a7d545f3a5d44f9b955e77bdea82d814aa4cf764bb7201,sha256:1508a0bc7bc0aadbbc1fa42d3ead40fff633cacacdee9f31a061865d0374c336,Omega_hat_StateLoad,628848306,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,post-loop-state,python,1fe9aef06e1ee0cf01f335e2343555a7a7bf9d15f66f0d726d9988bd0bb0d2ca,8047b1e18c4c788e13a7d545f3a5d44f9b955e77bdea82d814aa4cf764bb7201,sha256:9941c71c0e45925aaf9c281439b492a5b875312ad07b6c4c9a41a481839fb7a9,Omega_CC,46,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,post-loop-state,python,1fe9aef06e1ee0cf01f335e2343555a7a7bf9d15f66f0d726d9988bd0bb0d2ca,8047b1e18c4c788e13a7d545f3a5d44f9b955e77bdea82d814aa4cf764bb7201,sha256:9941c71c0e45925aaf9c281439b492a5b875312ad07b6c4c9a41a481839fb7a9,Omega_hat_NativeTrace,539168,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v7,CPython 3.12.11,python-cpython-monitoring-instruction-v2,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,post-loop-state,python,1fe9aef06e1ee0cf01f335e2343555a7a7bf9d15f66f0d726d9988bd0bb0d2ca,8047b1e18c4c788e13a7d545f3a5d44f9b955e77bdea82d814aa4cf764bb7201,sha256:9941c71c0e45925aaf9c281439b492a5b875312ad07b6c4c9a41a481839fb7a9,Omega_hat_StateSize,15060,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc357_e,post-loop-state,python,1fe9aef06e1ee0cf01f335e2343555a7a7bf9d15f66f0d726d9988bd0bb0d2ca,8047b1e18c4c788e13a7d545f3a5d44f9b955e77bdea82d814aa4cf764bb7201,sha256:9941c71c0e45925aaf9c281439b492a5b875312ad07b6c4c9a41a481839fb7a9,Omega_hat_StateLoad,689090622,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,short-trace-final,python,a2e4b3c77d3793c16d02720276d05720bd8939151b7e8510b767c673deef4fc9,b9fbb64a1df93ae76ad0d2c1dc2899b82baef735d3b73e31dfe8902acb77bd42,sha256:9ac64e527e95a9215f6f8c31251b2081d9a2d4950c6550460dc05e64d4a6302d,Omega_CC,12,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,short-trace-final,python,a2e4b3c77d3793c16d02720276d05720bd8939151b7e8510b767c673deef4fc9,b9fbb64a1df93ae76ad0d2c1dc2899b82baef735d3b73e31dfe8902acb77bd42,sha256:9ac64e527e95a9215f6f8c31251b2081d9a2d4950c6550460dc05e64d4a6302d,Omega_hat_NativeTrace,3846856,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v7,CPython 3.12.11,python-cpython-monitoring-instruction-v2,1,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,short-trace-final,python,a2e4b3c77d3793c16d02720276d05720bd8939151b7e8510b767c673deef4fc9,b9fbb64a1df93ae76ad0d2c1dc2899b82baef735d3b73e31dfe8902acb77bd42,sha256:9ac64e527e95a9215f6f8c31251b2081d9a2d4950c6550460dc05e64d4a6302d,Omega_hat_StateSize,229114,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,short-trace-final,python,a2e4b3c77d3793c16d02720276d05720bd8939151b7e8510b767c673deef4fc9,b9fbb64a1df93ae76ad0d2c1dc2899b82baef735d3b73e31dfe8902acb77bd42,sha256:9ac64e527e95a9215f6f8c31251b2081d9a2d4950c6550460dc05e64d4a6302d,Omega_hat_StateLoad,139042825830,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,long-trace-final,python,a2e4b3c77d3793c16d02720276d05720bd8939151b7e8510b767c673deef4fc9,e5faf7fefb636a39814a9ff4e649c156a0d06c2c8df19676eaff30e69541906b,sha256:8436fae7b46c35ae1ce32e3eb6462fd71fde25f8a31bdddc1e2893943abab015,Omega_CC,12,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,long-trace-final,python,a2e4b3c77d3793c16d02720276d05720bd8939151b7e8510b767c673deef4fc9,e5faf7fefb636a39814a9ff4e649c156a0d06c2c8df19676eaff30e69541906b,sha256:8436fae7b46c35ae1ce32e3eb6462fd71fde25f8a31bdddc1e2893943abab015,Omega_hat_NativeTrace,6552288,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v7,CPython 3.12.11,python-cpython-monitoring-instruction-v2,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,long-trace-final,python,a2e4b3c77d3793c16d02720276d05720bd8939151b7e8510b767c673deef4fc9,e5faf7fefb636a39814a9ff4e649c156a0d06c2c8df19676eaff30e69541906b,sha256:8436fae7b46c35ae1ce32e3eb6462fd71fde25f8a31bdddc1e2893943abab015,Omega_hat_StateSize,229114,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,long-trace-final,python,a2e4b3c77d3793c16d02720276d05720bd8939151b7e8510b767c673deef4fc9,e5faf7fefb636a39814a9ff4e649c156a0d06c2c8df19676eaff30e69541906b,sha256:8436fae7b46c35ae1ce32e3eb6462fd71fde25f8a31bdddc1e2893943abab015,Omega_hat_StateLoad,200776180854,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,inside-loop-state,python,5c719aba91b2d496192a06bb68ca4e6c4451f6b3534b59ac3b85677709de970e,e5faf7fefb636a39814a9ff4e649c156a0d06c2c8df19676eaff30e69541906b,sha256:d63fa37febef118bb4e018e901acdda10f48989a831cf4167488e8d7255a82f7,Omega_CC,13,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,inside-loop-state,python,5c719aba91b2d496192a06bb68ca4e6c4451f6b3534b59ac3b85677709de970e,e5faf7fefb636a39814a9ff4e649c156a0d06c2c8df19676eaff30e69541906b,sha256:d63fa37febef118bb4e018e901acdda10f48989a831cf4167488e8d7255a82f7,Omega_hat_NativeTrace,3894007,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v7,CPython 3.12.11,python-cpython-monitoring-instruction-v2,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,inside-loop-state,python,5c719aba91b2d496192a06bb68ca4e6c4451f6b3534b59ac3b85677709de970e,e5faf7fefb636a39814a9ff4e649c156a0d06c2c8df19676eaff30e69541906b,sha256:d63fa37febef118bb4e018e901acdda10f48989a831cf4167488e8d7255a82f7,Omega_hat_StateSize,229112,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,inside-loop-state,python,5c719aba91b2d496192a06bb68ca4e6c4451f6b3534b59ac3b85677709de970e,e5faf7fefb636a39814a9ff4e649c156a0d06c2c8df19676eaff30e69541906b,sha256:d63fa37febef118bb4e018e901acdda10f48989a831cf4167488e8d7255a82f7,Omega_hat_StateLoad,139877014960,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,post-loop-state,python,c9ead8581a111c599e5fcc6f624d0f967ba3d2a8c105468b83c777431e128dc7,e5faf7fefb636a39814a9ff4e649c156a0d06c2c8df19676eaff30e69541906b,sha256:6ab807bdedfa92f556e2f58070b9ff0e4e3fe112f23d066c71be1229c585e3e6,Omega_CC,13,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,post-loop-state,python,c9ead8581a111c599e5fcc6f624d0f967ba3d2a8c105468b83c777431e128dc7,e5faf7fefb636a39814a9ff4e649c156a0d06c2c8df19676eaff30e69541906b,sha256:6ab807bdedfa92f556e2f58070b9ff0e4e3fe112f23d066c71be1229c585e3e6,Omega_hat_NativeTrace,3932490,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v7,CPython 3.12.11,python-cpython-monitoring-instruction-v2,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,post-loop-state,python,c9ead8581a111c599e5fcc6f624d0f967ba3d2a8c105468b83c777431e128dc7,e5faf7fefb636a39814a9ff4e649c156a0d06c2c8df19676eaff30e69541906b,sha256:6ab807bdedfa92f556e2f58070b9ff0e4e3fe112f23d066c71be1229c585e3e6,Omega_hat_StateSize,229112,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc358_e,post-loop-state,python,c9ead8581a111c599e5fcc6f624d0f967ba3d2a8c105468b83c777431e128dc7,e5faf7fefb636a39814a9ff4e649c156a0d06c2c8df19676eaff30e69541906b,sha256:6ab807bdedfa92f556e2f58070b9ff0e4e3fe112f23d066c71be1229c585e3e6,Omega_hat_StateLoad,140678443740,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc359_d,short-trace-final,python,6c42065a90f85f47c8c60196a27a50391431162dbe41f3524028756a377c18c9,206f1274516455e879e0726ae7d1ee050b03e162b6f6bde183b0a47afe6e9e0b,sha256:d87be41c55a49872145b35efa361b8eff03e224fee06f081767c7bc52ff1ab9a,Omega_CC,13,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc359_d,short-trace-final,python,6c42065a90f85f47c8c60196a27a50391431162dbe41f3524028756a377c18c9,206f1274516455e879e0726ae7d1ee050b03e162b6f6bde183b0a47afe6e9e0b,sha256:d87be41c55a49872145b35efa361b8eff03e224fee06f081767c7bc52ff1ab9a,Omega_hat_NativeTrace,1214,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v5,CPython 3.12.11,python-cpython-monitoring-instruction-v2,3,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc359_d,short-trace-final,python,6c42065a90f85f47c8c60196a27a50391431162dbe41f3524028756a377c18c9,206f1274516455e879e0726ae7d1ee050b03e162b6f6bde183b0a47afe6e9e0b,sha256:d87be41c55a49872145b35efa361b8eff03e224fee06f081767c7bc52ff1ab9a,Omega_hat_StateSize,54,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v5,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc359_d,short-trace-final,python,6c42065a90f85f47c8c60196a27a50391431162dbe41f3524028756a377c18c9,206f1274516455e879e0726ae7d1ee050b03e162b6f6bde183b0a47afe6e9e0b,sha256:d87be41c55a49872145b35efa361b8eff03e224fee06f081767c7bc52ff1ab9a,Omega_hat_StateLoad,10029,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v5,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc359_d,long-trace-final,python,6c42065a90f85f47c8c60196a27a50391431162dbe41f3524028756a377c18c9,a34027cba0dc56810a3e4da135278fe8f8a13a36c657b14ea7c4d5bb18ade6ae,sha256:39b49782c730617192d204f9f9093da47d31c7df246fd58377d13390c32938cd,Omega_CC,13,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc359_d,long-trace-final,python,6c42065a90f85f47c8c60196a27a50391431162dbe41f3524028756a377c18c9,a34027cba0dc56810a3e4da135278fe8f8a13a36c657b14ea7c4d5bb18ade6ae,sha256:39b49782c730617192d204f9f9093da47d31c7df246fd58377d13390c32938cd,Omega_hat_NativeTrace,111676863,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v7,CPython 3.12.11,python-cpython-monitoring-instruction-v2,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc359_d,long-trace-final,python,6c42065a90f85f47c8c60196a27a50391431162dbe41f3524028756a377c18c9,a34027cba0dc56810a3e4da135278fe8f8a13a36c657b14ea7c4d5bb18ade6ae,sha256:39b49782c730617192d204f9f9093da47d31c7df246fd58377d13390c32938cd,Omega_hat_StateSize,24434,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc359_d,long-trace-final,python,6c42065a90f85f47c8c60196a27a50391431162dbe41f3524028756a377c18c9,a34027cba0dc56810a3e4da135278fe8f8a13a36c657b14ea7c4d5bb18ade6ae,sha256:39b49782c730617192d204f9f9093da47d31c7df246fd58377d13390c32938cd,Omega_hat_StateLoad,5816978740,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc359_d,inside-loop-state,python,babe377a2637afa77184de3d3b9139273237c4ca69a7e3762a77265a6c63bcfe,a34027cba0dc56810a3e4da135278fe8f8a13a36c657b14ea7c4d5bb18ade6ae,sha256:ec98ace958fc3fe9668e4ca348e3573d4f023c81570c8027e6f63052e81830f8,Omega_CC,14,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc359_d,inside-loop-state,python,babe377a2637afa77184de3d3b9139273237c4ca69a7e3762a77265a6c63bcfe,a34027cba0dc56810a3e4da135278fe8f8a13a36c657b14ea7c4d5bb18ade6ae,sha256:ec98ace958fc3fe9668e4ca348e3573d4f023c81570c8027e6f63052e81830f8,Omega_hat_NativeTrace,101474,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v7,CPython 3.12.11,python-cpython-monitoring-instruction-v2,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc359_d,inside-loop-state,python,babe377a2637afa77184de3d3b9139273237c4ca69a7e3762a77265a6c63bcfe,a34027cba0dc56810a3e4da135278fe8f8a13a36c657b14ea7c4d5bb18ade6ae,sha256:ec98ace958fc3fe9668e4ca348e3573d4f023c81570c8027e6f63052e81830f8,Omega_hat_StateSize,4540,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
