schema_version,benchmark,problem,arm,language,source_sha256,input_sha256,execution_id,metric,value,value_relation,status,not_measured_reason,adapter,adapter_version,runtime,observation_convention,repetitions,source_profile
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_e,inside-loop-state,python,98c7907ac73b296a948b1e5404b2a68223695eeefc262e5831d7f4ebf90faf0c,4ed7bce4a067b244cf282cfa33b19a9e40e7613ac18dc42e50f5c257878a31d8,sha256:80ac91b456b978a9b667edd5d7ee71257e76860064f04d54d5af43cd73fedc2c,Omega_hat_StateSize,11662,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_e,inside-loop-state,python,98c7907ac73b296a948b1e5404b2a68223695eeefc262e5831d7f4ebf90faf0c,4ed7bce4a067b244cf282cfa33b19a9e40e7613ac18dc42e50f5c257878a31d8,sha256:80ac91b456b978a9b667edd5d7ee71257e76860064f04d54d5af43cd73fedc2c,Omega_hat_StateLoad,1932400866,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_e,post-loop-state,python,70ee92cbec8a3b24c83050602010ccb1b82e29e0ea0150c7473270f9ef070430,4ed7bce4a067b244cf282cfa33b19a9e40e7613ac18dc42e50f5c257878a31d8,sha256:9d2e8b414dee4d3bd2e3ad103b31c1df8b25bb0e417ef0d8f7f263073337f4cb,Omega_CC,45,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_e,post-loop-state,python,70ee92cbec8a3b24c83050602010ccb1b82e29e0ea0150c7473270f9ef070430,4ed7bce4a067b244cf282cfa33b19a9e40e7613ac18dc42e50f5c257878a31d8,sha256:9d2e8b414dee4d3bd2e3ad103b31c1df8b25bb0e417ef0d8f7f263073337f4cb,Omega_hat_NativeTrace,1422944,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v7,CPython 3.12.11,python-cpython-monitoring-instruction-v2,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_e,post-loop-state,python,70ee92cbec8a3b24c83050602010ccb1b82e29e0ea0150c7473270f9ef070430,4ed7bce4a067b244cf282cfa33b19a9e40e7613ac18dc42e50f5c257878a31d8,sha256:9d2e8b414dee4d3bd2e3ad103b31c1df8b25bb0e417ef0d8f7f263073337f4cb,Omega_hat_StateSize,11662,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_e,post-loop-state,python,70ee92cbec8a3b24c83050602010ccb1b82e29e0ea0150c7473270f9ef070430,4ed7bce4a067b244cf282cfa33b19a9e40e7613ac18dc42e50f5c257878a31d8,sha256:9d2e8b414dee4d3bd2e3ad103b31c1df8b25bb0e417ef0d8f7f263073337f4cb,Omega_hat_StateLoad,1957450842,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,short-trace-final,python,08177d84ba34a39631c30a1ce4eff29bf5d0801bbcc970288935008cdcbc277c,7485a5c6dc28c84fdd1a5e6b8090eb73c597b73e5c636dcfaf09f701406454c0,sha256:71c9e001d469bb225c365172c1cd06e9116446fa58544907ef76249133a408c9,Omega_CC,15,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,short-trace-final,python,08177d84ba34a39631c30a1ce4eff29bf5d0801bbcc970288935008cdcbc277c,7485a5c6dc28c84fdd1a5e6b8090eb73c597b73e5c636dcfaf09f701406454c0,sha256:71c9e001d469bb225c365172c1cd06e9116446fa58544907ef76249133a408c9,Omega_hat_NativeTrace,2201,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v5,CPython 3.12.11,python-cpython-monitoring-instruction-v2,3,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,short-trace-final,python,08177d84ba34a39631c30a1ce4eff29bf5d0801bbcc970288935008cdcbc277c,7485a5c6dc28c84fdd1a5e6b8090eb73c597b73e5c636dcfaf09f701406454c0,sha256:71c9e001d469bb225c365172c1cd06e9116446fa58544907ef76249133a408c9,Omega_hat_StateSize,134,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v5,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,short-trace-final,python,08177d84ba34a39631c30a1ce4eff29bf5d0801bbcc970288935008cdcbc277c,7485a5c6dc28c84fdd1a5e6b8090eb73c597b73e5c636dcfaf09f701406454c0,sha256:71c9e001d469bb225c365172c1cd06e9116446fa58544907ef76249133a408c9,Omega_hat_StateLoad,50794,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v5,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,long-trace-final,python,08177d84ba34a39631c30a1ce4eff29bf5d0801bbcc970288935008cdcbc277c,2cb7b5d6eaf8efe6da68df7c5b912fe6de4676007315612031cdf6f17710212b,sha256:5311f4805e8f2a51c534e6d544ddbaa99be379a85117e9a4d62139e47d2fb2ca,Omega_CC,15,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,long-trace-final,python,08177d84ba34a39631c30a1ce4eff29bf5d0801bbcc970288935008cdcbc277c,2cb7b5d6eaf8efe6da68df7c5b912fe6de4676007315612031cdf6f17710212b,sha256:5311f4805e8f2a51c534e6d544ddbaa99be379a85117e9a4d62139e47d2fb2ca,Omega_hat_NativeTrace,41240,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v5,CPython 3.12.11,python-cpython-monitoring-instruction-v2,3,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,long-trace-final,python,08177d84ba34a39631c30a1ce4eff29bf5d0801bbcc970288935008cdcbc277c,2cb7b5d6eaf8efe6da68df7c5b912fe6de4676007315612031cdf6f17710212b,sha256:5311f4805e8f2a51c534e6d544ddbaa99be379a85117e9a4d62139e47d2fb2ca,Omega_hat_StateSize,162,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v5,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,long-trace-final,python,08177d84ba34a39631c30a1ce4eff29bf5d0801bbcc970288935008cdcbc277c,2cb7b5d6eaf8efe6da68df7c5b912fe6de4676007315612031cdf6f17710212b,sha256:5311f4805e8f2a51c534e6d544ddbaa99be379a85117e9a4d62139e47d2fb2ca,Omega_hat_StateLoad,722093,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v5,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,inside-loop-state,python,855484a3b110271a6f08a129c160bf05e84e86fdcd7d115374b97e5ead767442,2cb7b5d6eaf8efe6da68df7c5b912fe6de4676007315612031cdf6f17710212b,sha256:644d47fbec3af7d7cb41626838c8f0b8b560289ae957a1ad2751e3189d93e11b,Omega_CC,16,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,inside-loop-state,python,855484a3b110271a6f08a129c160bf05e84e86fdcd7d115374b97e5ead767442,2cb7b5d6eaf8efe6da68df7c5b912fe6de4676007315612031cdf6f17710212b,sha256:644d47fbec3af7d7cb41626838c8f0b8b560289ae957a1ad2751e3189d93e11b,Omega_hat_NativeTrace,22241,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v5,CPython 3.12.11,python-cpython-monitoring-instruction-v2,3,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,inside-loop-state,python,855484a3b110271a6f08a129c160bf05e84e86fdcd7d115374b97e5ead767442,2cb7b5d6eaf8efe6da68df7c5b912fe6de4676007315612031cdf6f17710212b,sha256:644d47fbec3af7d7cb41626838c8f0b8b560289ae957a1ad2751e3189d93e11b,Omega_hat_StateSize,162,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v5,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,inside-loop-state,python,855484a3b110271a6f08a129c160bf05e84e86fdcd7d115374b97e5ead767442,2cb7b5d6eaf8efe6da68df7c5b912fe6de4676007315612031cdf6f17710212b,sha256:644d47fbec3af7d7cb41626838c8f0b8b560289ae957a1ad2751e3189d93e11b,Omega_hat_StateLoad,368175,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v5,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,post-loop-state,python,8a6f2451b18bcaa6ced29c31d234f0b60d6ce0a3025dbeadfdbc7212cff79578,2cb7b5d6eaf8efe6da68df7c5b912fe6de4676007315612031cdf6f17710212b,sha256:94482f1ee29d881d157e2a16782f0b00f99ffffc10f5a15d218c68546b221c44,Omega_CC,16,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,post-loop-state,python,8a6f2451b18bcaa6ced29c31d234f0b60d6ce0a3025dbeadfdbc7212cff79578,2cb7b5d6eaf8efe6da68df7c5b912fe6de4676007315612031cdf6f17710212b,sha256:94482f1ee29d881d157e2a16782f0b00f99ffffc10f5a15d218c68546b221c44,Omega_hat_NativeTrace,51709,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v5,CPython 3.12.11,python-cpython-monitoring-instruction-v2,3,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,post-loop-state,python,8a6f2451b18bcaa6ced29c31d234f0b60d6ce0a3025dbeadfdbc7212cff79578,2cb7b5d6eaf8efe6da68df7c5b912fe6de4676007315612031cdf6f17710212b,sha256:94482f1ee29d881d157e2a16782f0b00f99ffffc10f5a15d218c68546b221c44,Omega_hat_StateSize,162,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v5,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc301_f,post-loop-state,python,8a6f2451b18bcaa6ced29c31d234f0b60d6ce0a3025dbeadfdbc7212cff79578,2cb7b5d6eaf8efe6da68df7c5b912fe6de4676007315612031cdf6f17710212b,sha256:94482f1ee29d881d157e2a16782f0b00f99ffffc10f5a15d218c68546b221c44,Omega_hat_StateLoad,887363,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v5,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc302_f,short-trace-final,python,cf34f3113ff69a02173952f16e36b1d0ac43eb2e26435d3f1713b36c2a2adcc1,fc3feb52159fa71ca05e646c94188c431707be60310445f4bdc9bd53c38b5c06,sha256:c3ffdb66205a2b872960c6dbb9f2825bd83f1bf7abc9dc8de0507006a53cfe50,Omega_CC,18,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc302_f,short-trace-final,python,cf34f3113ff69a02173952f16e36b1d0ac43eb2e26435d3f1713b36c2a2adcc1,fc3feb52159fa71ca05e646c94188c431707be60310445f4bdc9bd53c38b5c06,sha256:c3ffdb66205a2b872960c6dbb9f2825bd83f1bf7abc9dc8de0507006a53cfe50,Omega_hat_NativeTrace,580,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v6,CPython 3.12.11,python-cpython-monitoring-instruction-v2,3,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc302_f,short-trace-final,python,cf34f3113ff69a02173952f16e36b1d0ac43eb2e26435d3f1713b36c2a2adcc1,fc3feb52159fa71ca05e646c94188c431707be60310445f4bdc9bd53c38b5c06,sha256:c3ffdb66205a2b872960c6dbb9f2825bd83f1bf7abc9dc8de0507006a53cfe50,Omega_hat_StateSize,68,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v6,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc302_f,short-trace-final,python,cf34f3113ff69a02173952f16e36b1d0ac43eb2e26435d3f1713b36c2a2adcc1,fc3feb52159fa71ca05e646c94188c431707be60310445f4bdc9bd53c38b5c06,sha256:c3ffdb66205a2b872960c6dbb9f2825bd83f1bf7abc9dc8de0507006a53cfe50,Omega_hat_StateLoad,5009,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v6,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,3,experiments/lcb_hard_v1_python/measurements/program-complexity/short-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc302_f,long-trace-final,python,cf34f3113ff69a02173952f16e36b1d0ac43eb2e26435d3f1713b36c2a2adcc1,29a745191a5be4d142a42db64b5468c3159a4c4f5f93f68340f5e95cd3def49f,sha256:787944422250595ffd1ee9c4e2d2bf4426de734dd35f4565948c291025f3de5a,Omega_CC,18,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc302_f,long-trace-final,python,cf34f3113ff69a02173952f16e36b1d0ac43eb2e26435d3f1713b36c2a2adcc1,29a745191a5be4d142a42db64b5468c3159a4c4f5f93f68340f5e95cd3def49f,sha256:787944422250595ffd1ee9c4e2d2bf4426de734dd35f4565948c291025f3de5a,Omega_hat_NativeTrace,102496,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v7,CPython 3.12.11,python-cpython-monitoring-instruction-v2,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc302_f,long-trace-final,python,cf34f3113ff69a02173952f16e36b1d0ac43eb2e26435d3f1713b36c2a2adcc1,29a745191a5be4d142a42db64b5468c3159a4c4f5f93f68340f5e95cd3def49f,sha256:787944422250595ffd1ee9c4e2d2bf4426de734dd35f4565948c291025f3de5a,Omega_hat_StateSize,8056,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc302_f,long-trace-final,python,cf34f3113ff69a02173952f16e36b1d0ac43eb2e26435d3f1713b36c2a2adcc1,29a745191a5be4d142a42db64b5468c3159a4c4f5f93f68340f5e95cd3def49f,sha256:787944422250595ffd1ee9c4e2d2bf4426de734dd35f4565948c291025f3de5a,Omega_hat_StateLoad,112324586,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/long-trace-final/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc302_f,inside-loop-state,python,8586984a7072527f57310ed220b236de072912e6309013633ba3d680e5146229,29a745191a5be4d142a42db64b5468c3159a4c4f5f93f68340f5e95cd3def49f,sha256:38f1d6707fc71ab75ed7360d474721c9875aae6940bce0057c961329ad119bf6,Omega_CC,19,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc302_f,inside-loop-state,python,8586984a7072527f57310ed220b236de072912e6309013633ba3d680e5146229,29a745191a5be4d142a42db64b5468c3159a4c4f5f93f68340f5e95cd3def49f,sha256:38f1d6707fc71ab75ed7360d474721c9875aae6940bce0057c961329ad119bf6,Omega_hat_NativeTrace,75435,=,MEASURED,,python-cpython-monitoring-instruction-v2,python-cpython-monitoring-state-v7,CPython 3.12.11,python-cpython-monitoring-instruction-v2,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc302_f,inside-loop-state,python,8586984a7072527f57310ed220b236de072912e6309013633ba3d680e5146229,29a745191a5be4d142a42db64b5468c3159a4c4f5f93f68340f5e95cd3def49f,sha256:38f1d6707fc71ab75ed7360d474721c9875aae6940bce0057c961329ad119bf6,Omega_hat_StateSize,7553,=,MEASURED,,python-cpython-program-state-v5,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc302_f,inside-loop-state,python,8586984a7072527f57310ed220b236de072912e6309013633ba3d680e5146229,29a745191a5be4d142a42db64b5468c3159a4c4f5f93f68340f5e95cd3def49f,sha256:38f1d6707fc71ab75ed7360d474721c9875aae6940bce0057c961329ad119bf6,Omega_hat_StateLoad,73951373,=,MEASURED,,python-cpython-program-state-sum-v1,python-cpython-monitoring-state-v7,CPython 3.12.11,initial-next-opcode-mutation-boundary-return-v1,1,experiments/lcb_hard_v1_python/measurements/program-complexity/inside-loop-state/python/profiles.jsonl
program-complexity-normalized-v2,lcb_hard_v1_python,atcoder/abc302_f,post-loop-state,python,2f5700d190d8d158b0f25222ee5f61ed2dc2358c86fbfa44ea7084aad45567a7,29a745191a5be4d142a42db64b5468c3159a4c4f5f93f68340f5e95cd3def49f,sha256:6785fb4cbb2f828f3620eec62832e60d6733c54f60d79d2044265f6ee7874d8c,Omega_CC,19,=,MEASURED,,python-control-flow-v2,python-control-flow-v2,CPython 3.12.11,,1,experiments/lcb_hard_v1_python/measurements/program-complexity/post-loop-state/python/profiles.jsonl
